format=1 tracks=6 division=480

BA    1   CR         0   TR  0   CH 16   Tempo 120
BA    1   CR         0   TR  0   CH 16   Time signature 4/4, clocks/mtick 24, crotchets/32ndnote 8
BA    1   CR         0   TR  0   CH 16   Text type 6: "Start"
BA   35   CR         0   TR  5   CH  1   NT  A--           3/8   von=102   voff=102
BA   35   CR      7/80   TR  4   CH  1   NT  E''         11/24   von=109   voff=109
BA   35   CR      3/32   TR  3   CH  1   ST &B0 &40 &00
BA   35   CR    19/160   TR  4   CH  1   NT  E'         31/120   von=92   voff=112
BA   35   CR       1/8   TR  5   CH  1   ST &B0 &40 &00
BA   35   CR   253/480   TR  2   CH  1   NT  F#--          1/8   von=90   voff=90
BA   35   CR     31/32   TR  1   CH  1   NT  C--         29/60   von=97   voff=97
BA   35   CR   1+7/120   TR  4   CH  1   NT  D''        67/120   von=84   voff=84
BA   35   CR  1+37/480   TR  4   CH  1   NT  D'        109/240   von=92   voff=92
BA   35   CR 1+253/480   TR  2   CH  1   NT  F#--       31/240   von=97   voff=97
BA   35   CR   1+31/32   TR  1   CH  1   NT  D--         11/32   von=101   voff=101
BA   35   CR    2+1/20   TR  4   CH  1   NT  C''       239/480   voff=92
BA   35   CR    2+5/96   TR  4   CH  1   NT  C'           7/15   von=82   voff=82
BA   35   CR   2+15/32   TR  1   CH  1   NT  C--        53/240   von=95   voff=95
BA   35   CR 2+253/480   TR  2   CH  1   NT  F#--       61/480   von=94   voff=94
BA   35   CR   2+31/32   TR  1   CH  1   NT  D--        43/160   von=97   voff=97
BA   35   CR    3+1/96   TR  4   CH  1   NT  A            9/16   von=88   voff=88
BA   35   CR   3+7/240   TR  4   CH  1   NT  A'        121/240   von=101   voff=101
BA   35   CR   3+15/32   TR  1   CH  1   NT  Eb--       41/160   von=78   voff=78
BA   35   CR 3+253/480   TR  2   CH  1   NT  F#--        11/96   von=97   voff=97
BA   35   CR   3+23/32   TR  1   CH  1   NT  E--       119/480   von=101   voff=101

BA   36   CR      1/30   TR  4   CH  1   NT  G          23/120   von=88   voff=88
BA   36   CR     7/160   TR  4   CH  1   NT  G'         49/240   von=80   voff=80
BA   36   CR      7/32   TR  1   CH  1   NT  A--      3+61/480   von=103   voff=103
BA   36   CR     25/48   TR  4   CH  1   NT  E          77/480   von=86   voff=86
BA   36   CR   253/480   TR  2   CH  1   NT  F#--       29/240   von=109   voff=109
BA   36   CR     43/80   TR  4   CH  1   NT  E'         47/240   von=95   voff=95
BA   36   CR   1+3/160   TR  4   CH  1   NT  D'        121/480   von=94   voff=94
BA   36   CR  1+11/240   TR  4   CH  1   NT  D         107/480   von=52   voff=52
BA   36   CR     1+1/2   TR  4   CH  1   NT  C'         33/160   von=90   voff=90
BA   36   CR 1+253/480   TR  2   CH  1   NT  F#--       21/160   voff=109
BA   36   CR 1+371/480   TR  4   CH  1   NT  A       1+119/240   von=82   voff=82
BA   36   CR 2+253/480   TR  2   CH  1   NT  F#--       67/480   von=103   voff=103
BA   36   CR   2+31/32   TR  3   CH  1   NT  G-          37/96   von=97   voff=97
BA   36   CR   2+31/32   TR  3   CH  1   NT  C          41/120   voff=97
BA   36   CR   2+31/32   TR  3   CH  1   NT  E-          35/96   von=90   voff=90
BA   36   CR   2+31/32   TR  3   CH  1   NT  E         179/480   von=101   voff=101
BA   36   CR   2+31/32   TR  3   CH  1   NT  G           11/30   von=109   voff=109
BA   36   CR   2+31/32   TR  3   CH  1   NT  C'         89/240   voff=97
BA   36   CR   2+31/32   TR  3   CH  1   NT  C--           3/8   von=102   voff=102
BA   36   CR         3   TR  5   CH  1   NT  G         161/480   von=97   voff=109
BA   36   CR         3   TR  5   CH  1   NT  C'        163/480   voff=97
BA   36   CR         3   TR  5   CH  1   NT  E          41/120   von=90   voff=101
BA   36   CR         3   TR  5   CH  1   NT  E'        179/480   von=101   voff=101
BA   36   CR         3   TR  5   CH  1   NT  G'          35/96   von=109   voff=109
BA   36   CR         3   TR  5   CH  1   NT  C''         13/32   voff=109
BA   36   CR         3   TR  5   CH  1   NT  C-            3/8   von=102   voff=102
BA   36   CR    3+7/32   TR  3   CH  1   ST &B0 &40 &7F
BA   36   CR     3+1/4   TR  5   CH  1   ST &B0 &40 &7F
BA   36   CR 3+253/480   TR  2   CH  1   NT  F#--       67/480   von=107   voff=107

BA   37   CR         0   TR  1   CH  1   NT  A---          3/8   von=105   voff=102
BA   37   CR         0   TR  3   CH  1   NT  A           17/96   von=103   voff=95
BA   37   CR         0   TR  3   CH  1   NT  C          37/120   von=105   voff=105
BA   37   CR         0   TR  3   CH  1   NT  A-          11/30   von=101   voff=101
BA   37   CR         0   TR  3   CH  1   NT  E-        169/480   von=107   voff=107
BA   37   CR         0   TR  3   CH  1   NT  E         169/480   von=112   voff=107
BA   37   CR         0   TR  3   CH  1   NT  A---          3/8   von=102   voff=102
BA   37   CR         0   TR  5   CH  1   NT  A'         43/240   von=103   voff=101
BA   37   CR         0   TR  5   CH  1   NT  C'         37/120   von=105   voff=105
BA   37   CR         0   TR  5   CH  1   NT  A           17/96   von=101   voff=95
BA   37   CR         0   TR  5   CH  1   NT  E         169/480   von=107   voff=107
BA   37   CR         0   TR  5   CH  1   NT  E'        181/480   von=112   voff=112
BA   37   CR         0   TR  5   CH  1   NT  A--           3/8   von=102   voff=102
BA   37   CR    19/480   TR  4   CH  1   NT  E''     12+179/240   von=105   voff=92
BA   37   CR      1/24   TR  4   CH  1   NT  C''      6+37/160   von=103   voff=92
BA   37   CR       1/4   TR  3   CH  1   ST &B0 &40 &00
BA   37   CR       1/4   TR  5   CH  1   ST &B0 &40 &00
BA   37   CR    67/240   TR  4   CH  1   NT  A          41/480   von=105   voff=103
BA   37   CR      7/24   TR  4   CH  1   NT  A'           7/96   von=101   voff=103
BA   37   CR    67/120   TR  2   CH  1   NT  F#--          1/8   von=90   voff=90
BA   37   CR   117/160   TR  4   CH  1   NT  A          73/480   von=107   voff=107
BA   37   CR   359/480   TR  4   CH  1   NT  A'         37/240   voff=107
BA   37   CR         1   TR  1   CH  1   NT  C--         29/60   von=97   voff=97
BA   37   CR  1+97/480   TR  4   CH  1   NT  A          77/480   von=105   voff=105
BA   37   CR  1+37/160   TR  4   CH  1   NT  A'           5/32   von=109   voff=109
BA   37   CR  1+67/120   TR  2   CH  1   NT  F#--       61/480   von=97   voff=97
BA   37   CR   1+35/48   TR  4   CH  1   NT  A         229/480   von=101   voff=101
BA   37   CR 1+117/160   TR  4   CH  1   NT  A'          19/40   von=107   voff=107
BA   37   CR         2   TR  1   CH  1   NT  D--         11/32   von=101   voff=101
BA   37   CR  2+37/160   TR  4   CH  1   NT  G'          11/60   von=78   voff=78
BA   37   CR 2+119/480   TR  4   CH  1   NT  G          17/120   voff=78
BA   37   CR     2+1/2   TR  1   CH  1   NT  C--        53/240   von=95   voff=95
BA   37   CR   2+41/80   TR  4   CH  1   NT  A          89/480   von=101   voff=101
BA   37   CR 2+251/480   TR  4   CH  1   NT  A'         23/120   voff=101
BA   37   CR  2+67/120   TR  2   CH  1   NT  F#--       61/480   von=94   voff=94
BA   37   CR 2+239/240   TR  4   CH  1   NT  A'        101/480   von=114   voff=114
BA   37   CR         3   TR  1   CH  1   NT  D--        43/160   von=97   voff=97
BA   37   CR         3   TR  4   CH  1   NT  A            3/16   von=105   voff=105
BA   37   CR     3+1/2   TR  1   CH  1   NT  Eb--       41/160   von=78   voff=78
BA   37   CR  3+67/120   TR  2   CH  1   NT  F#--        11/96   von=97   voff=97
BA   37   CR     3+3/4   TR  1   CH  1   NT  E--       119/480   von=101   voff=101

BA   38   CR         0   TR  4   CH  1   NT  A          21/160   von=95   voff=95
BA   38   CR     1/160   TR  4   CH  1   NT  A'           3/20   von=107   voff=107
BA   38   CR       1/4   TR  1   CH  1   NT  A--      3+61/480   von=103   voff=103
BA   38   CR   121/480   TR  4   CH  1   NT  A          73/480   von=95   voff=95
BA   38   CR   131/480   TR  4   CH  1   NT  A'          13/80   von=99   voff=99
BA   38   CR    67/120   TR  2   CH  1   NT  F#--       29/240   von=109   voff=109
BA   38   CR      7/10   TR  4   CH  1   NT  A            3/16   von=103   voff=103
BA   38   CR   353/480   TR  4   CH  1   NT  A'          17/96   von=88   voff=88
BA   38   CR 1+103/480   TR  4   CH  1   NT  G'         47/240   von=92   voff=92
BA   38   CR 1+109/480   TR  4   CH  1   NT  G          23/120   von=95   voff=95
BA   38   CR  1+67/120   TR  2   CH  1   NT  F#--       21/160   voff=109
BA   38   CR    1+7/10   TR  4   CH  1   NT  C'          17/40   von=92   voff=92
BA   38   CR 1+169/240   TR  4   CH  1   NT  C'        101/240   von=82   voff=92
BA   38   CR 1+113/160   TR  4   CH  1   NT  C''         17/30   von=92   voff=92
BA   38   CR   2+19/80   TR  4   CH  1   NT  D''        13/120   von=109   voff=109
BA   38   CR  2+61/240   TR  4   CH  1   NT  D'         17/160   voff=109
BA   38   CR  2+67/120   TR  2   CH  1   NT  F#--       67/480   von=103   voff=103
BA   38   CR   2+59/60   TR  3   CH  1   ST &B0 &40 &0E
BA   38   CR   2+59/60   TR  5   CH  1   ST &B0 &40 &0E
BA   38   CR 2+239/240   TR  3   CH  1   ST &B0 &40 &1E
BA   38   CR 2+239/240   TR  5   CH  1   ST &B0 &40 &1E
BA   38   CR         3   TR  3   CH  1   NT  G-          23/60   von=97   voff=97
BA   38   CR         3   TR  3   CH  1   NT  C         163/480   voff=97
BA   38   CR         3   TR  3   CH  1   NT  E-          35/96   von=90   voff=90
BA   38   CR         3   TR  3   CH  1   NT  E           35/96   von=101   voff=90
BA   38   CR         3   TR  3   CH  1   NT  G           35/96   von=109   voff=109
BA   38   CR         3   TR  3   CH  1   NT  C'        163/480   voff=97
BA   38   CR         3   TR  3   CH  1   NT  C--           3/8   von=102   voff=102
BA   38   CR         3   TR  3   CH  1   ST &B0 &40 &7F
BA   38   CR         3   TR  4   CH  1   NT  C'        163/480   von=94   voff=97
BA   38   CR         3   TR  4   CH  1   NT  C''         13/32   von=95   voff=109
BA   38   CR         3   TR  5   CH  1   NT  G           35/96   von=97   voff=109
BA   38   CR         3   TR  5   CH  1   NT  C'        163/480   voff=97
BA   38   CR         3   TR  5   CH  1   NT  E           35/96   von=90   voff=90
BA   38   CR         3   TR  5   CH  1   NT  E'        179/480   von=101   voff=101
BA   38   CR         3   TR  5   CH  1   NT  G'          35/96   von=109   voff=109
BA   38   CR         3   TR  5   CH  1   NT  C''         13/32   voff=109
BA   38   CR         3   TR  5   CH  1   NT  C-            3/8   von=102   voff=102
BA   38   CR         3   TR  5   CH  1   ST &B0 &40 &7F
BA   38   CR  3+67/120   TR  2   CH  1   NT  F#--       67/480   von=107   voff=107
BA   38   CR 3+473/480   TR  4   CH  1   NT  A            3/20   von=101   voff=101
BA   38   CR 3+473/480   TR  4   CH  1   NT  A'          13/80   voff=101

BA   39   CR         0   TR  1   CH  1   NT  A---          3/8   von=105   voff=102
BA   39   CR         0   TR  3   CH  1   NT  E         169/480   von=112   voff=107
BA   39   CR         0   TR  3   CH  1   NT  C-        163/480   von=101   voff=101
BA   39   CR         0   TR  3   CH  1   NT  E-        169/480   von=107   voff=107
BA   39   CR         0   TR  3   CH  1   NT  A-          11/30   von=101   voff=101
BA   39   CR         0   TR  3   CH  1   NT  C          37/120   von=105   voff=105
BA   39   CR         0   TR  3   CH  1   NT  A           13/96   von=103   voff=101
BA   39   CR         0   TR  3   CH  1   NT  A---          3/8   von=102   voff=102
BA   39   CR         0   TR  5   CH  1   NT  E'        181/480   von=112   voff=112
BA   39   CR         0   TR  5   CH  1   NT  C          37/120   von=101   voff=105
BA   39   CR         0   TR  5   CH  1   NT  E         169/480   von=107   voff=107
BA   39   CR         0   TR  5   CH  1   NT  A           13/96   von=101   voff=101
BA   39   CR         0   TR  5   CH  1   NT  C'         37/120   von=105   voff=105
BA   39   CR         0   TR  5   CH  1   NT  A'         71/480   von=103   voff=101
BA   39   CR         0   TR  5   CH  1   NT  A--           3/8   von=102   voff=102
BA   39   CR       1/8   TR  3   CH  1   ST &B0 &40 &00
BA   39   CR       1/8   TR  5   CH  1   ST &B0 &40 &00
BA   39   CR    39/160   TR  4   CH  1   NT  A          29/240   von=99   voff=103
BA   39   CR    43/160   TR  4   CH  1   NT  A'         23/240   von=101   voff=103
BA   39   CR    67/120   TR  2   CH  1   NT  F#--          1/8   von=90   voff=90
BA   39   CR     73/96   TR  4   CH  1   NT  A          17/120   von=97   voff=97
BA   39   CR     23/30   TR  4   CH  1   NT  A'         37/240   von=107   voff=107
BA   39   CR         1   TR  1   CH  1   NT  C--         29/60   von=97   voff=97
BA   39   CR    1+9/40   TR  4   CH  1   NT  A            2/15   von=97   voff=97
BA   39   CR 1+113/480   TR  4   CH  1   NT  A'          13/80   von=103   voff=103
BA   39   CR  1+67/120   TR  2   CH  1   NT  F#--       61/480   von=97   voff=97
BA   39   CR 1+349/480   TR  4   CH  1   NT  A'        259/480   von=112   voff=112
BA   39   CR 1+359/480   TR  4   CH  1   NT  A          61/120   von=97   voff=97
BA   39   CR         2   TR  1   CH  1   NT  D--         11/32   von=101   voff=101
BA   39   CR 2+127/480   TR  4   CH  1   NT  G            7/48   von=92   voff=92
BA   39   CR   2+11/40   TR  4   CH  1   NT  G'         79/480   von=74   voff=74
BA   39   CR     2+1/2   TR  1   CH  1   NT  C--        53/240   von=95   voff=95
BA   39   CR   2+31/60   TR  4   CH  1   NT  A'         89/480   von=97   voff=97
BA   39   CR 2+127/240   TR  4   CH  1   NT  A          73/480   von=103   voff=103
BA   39   CR  2+67/120   TR  2   CH  1   NT  F#--       61/480   von=94   voff=94
BA   39   CR 2+157/160   TR  4   CH  1   NT  A'         19/120   von=114   voff=114
BA   39   CR 2+239/240   TR  4   CH  1   NT  A          89/480   von=76   voff=76
BA   39   CR         3   TR  1   CH  1   NT  D--        43/160   von=97   voff=97
BA   39   CR     3+1/2   TR  1   CH  1   NT  Eb--       41/160   von=78   voff=78
BA   39   CR  3+67/120   TR  2   CH  1   NT  F#--        11/96   von=97   voff=97
BA   39   CR     3+3/4   TR  1   CH  1   NT  E--       119/480   von=101   voff=101

BA   40   CR         0   TR  4   CH  1   NT  Eb'         11/60   von=101   voff=101
BA   40   CR     1/120   TR  4   CH  1   NT  Eb''        11/48   von=114   voff=114
BA   40   CR    67/480   TR  4   CH  1   NT  E'        337/480   von=28   voff=28
BA   40   CR    79/480   TR  4   CH  1   NT  E''       149/240   von=92   voff=92
BA   40   CR       1/4   TR  1   CH  1   NT  A--      3+61/480   von=103   voff=103
BA   40   CR    67/120   TR  2   CH  1   NT  F#--       29/240   von=109   voff=109
BA   40   CR    97/120   TR  4   CH  1   NT  D'          13/60   von=97   voff=97
BA   40   CR   391/480   TR  4   CH  1   NT  D''        61/240   von=111   voff=111
BA   40   CR  1+37/120   TR  4   CH  1   NT  C'         83/480   von=82   voff=82
BA   40   CR   1+19/60   TR  4   CH  1   NT  C''        33/160   von=105   voff=105
BA   40   CR  1+67/120   TR  2   CH  1   NT  F#--       21/160   voff=109
BA   40   CR   1+47/60   TR  4   CH  1   NT  A       1+203/480   von=92   voff=92
BA   40   CR 1+193/240   TR  4   CH  1   NT  A'      1+193/480   von=105   voff=105
BA   40   CR  2+67/120   TR  2   CH  1   NT  F#--       67/480   von=103   voff=103
BA   40   CR         3   TR  3   CH  1   NT  G-          23/60   von=97   voff=97
BA   40   CR         3   TR  3   CH  1   NT  C         163/480   voff=97
BA   40   CR         3   TR  3   CH  1   NT  E-          35/96   von=90   voff=90
BA   40   CR         3   TR  3   CH  1   NT  E           35/96   von=101   voff=90
BA   40   CR         3   TR  3   CH  1   NT  G           35/96   von=109   voff=109
BA   40   CR         3   TR  3   CH  1   NT  C'        163/480   voff=97
BA   40   CR         3   TR  3   CH  1   NT  C--           3/8   von=102   voff=102
BA   40   CR         3   TR  5   CH  1   NT  G           35/96   von=97   voff=109
BA   40   CR         3   TR  5   CH  1   NT  C'        163/480   voff=97
BA   40   CR         3   TR  5   CH  1   NT  E           35/96   von=90   voff=90
BA   40   CR         3   TR  5   CH  1   NT  E'        179/480   von=101   voff=101
BA   40   CR         3   TR  5   CH  1   NT  G'          35/96   von=109   voff=109
BA   40   CR         3   TR  5   CH  1   NT  C''         13/32   voff=109
BA   40   CR         3   TR  5   CH  1   NT  C-            3/8   von=102   voff=102
BA   40   CR     3+1/4   TR  3   CH  1   ST &B0 &40 &7F
BA   40   CR     3+1/4   TR  5   CH  1   ST &B0 &40 &7F
BA   40   CR  3+67/120   TR  2   CH  1   NT  F#--       67/480   von=107   voff=107

BA   41   CR         0   TR  1   CH  1   NT  A---          3/8   von=105   voff=102
BA   41   CR         0   TR  3   CH  1   NT  A             1/6   von=103   voff=101
BA   41   CR         0   TR  3   CH  1   NT  C          37/120   von=105   voff=105
BA   41   CR         0   TR  3   CH  1   NT  A-          11/30   von=101   voff=101
BA   41   CR         0   TR  3   CH  1   NT  E-        169/480   von=107   voff=107
BA   41   CR         0   TR  3   CH  1   NT  E         169/480   von=112   voff=107
BA   41   CR         0   TR  3   CH  1   NT  A---          3/8   von=102   voff=102
BA   41   CR         0   TR  5   CH  1   NT  A'          35/96   von=103   voff=103
BA   41   CR         0   TR  5   CH  1   NT  C'         37/120   von=105   voff=105
BA   41   CR         0   TR  5   CH  1   NT  A             1/6   von=101   voff=101
BA   41   CR         0   TR  5   CH  1   NT  E         169/480   von=107   voff=107
BA   41   CR         0   TR  5   CH  1   NT  E'        181/480   von=112   voff=112
BA   41   CR         0   TR  5   CH  1   NT  A--           3/8   von=102   voff=102
BA   41   CR      1/80   TR  4   CH  1   NT  A          37/240   von=101   voff=101
BA   41   CR       1/4   TR  3   CH  1   ST &B0 &40 &00
BA   41   CR       1/4   TR  4   CH  1   NT  E'         61/480   von=92   voff=112
BA   41   CR       1/4   TR  5   CH  1   ST &B0 &40 &00
BA   41   CR    67/240   TR  4   CH  1   NT  A          41/480   voff=103
BA   41   CR    71/240   TR  4   CH  1   NT  E''        67/480   von=105   voff=105
BA   41   CR      3/10   TR  4   CH  1   NT  C''          7/48   von=101   voff=101
BA   41   CR    67/120   TR  2   CH  1   NT  F#--          1/8   von=90   voff=90
BA   41   CR     11/15   TR  4   CH  1   NT  A          17/120   von=92   voff=92
BA   41   CR       3/4   TR  4   CH  1   NT  C''         13/80   von=101   voff=101
BA   41   CR     73/96   TR  4   CH  1   NT  E''        77/480   von=105   voff=105
BA   41   CR     73/96   TR  4   CH  1   NT  E'           3/20   von=101   voff=101
BA   41   CR         1   TR  1   CH  1   NT  C--         29/60   von=97   voff=97
BA   41   CR 1+113/480   TR  4   CH  1   NT  A            2/15   von=92   voff=92
BA   41   CR  1+59/240   TR  4   CH  1   NT  C''         13/80   von=97   voff=97
BA   41   CR  1+41/160   TR  4   CH  1   NT  E'          11/80   von=101   voff=101
BA   41   CR 1+131/480   TR  4   CH  1   NT  E''          3/20   von=109   voff=109
BA   41   CR  1+67/120   TR  2   CH  1   NT  F#--       61/480   von=97   voff=97
BA   41   CR 1+117/160   TR  4   CH  1   NT  E'          15/32   von=101   voff=101
BA   41   CR 1+353/480   TR  4   CH  1   NT  E''       227/480   von=109   voff=109
BA   41   CR   1+23/30   TR  4   CH  1   NT  A           29/60   von=95   voff=95
BA   41   CR   1+31/40   TR  4   CH  1   NT  C''       109/240   von=111   voff=111
BA   41   CR         2   TR  1   CH  1   NT  D--         11/32   von=101   voff=101
BA   41   CR    2+9/40   TR  4   CH  1   NT  D'         79/480   von=76   voff=76
BA   41   CR   2+23/96   TR  4   CH  1   NT  G          19/120   von=84   voff=84
BA   41   CR 2+119/480   TR  4   CH  1   NT  G'         73/480   von=88   voff=88
BA   41   CR     2+1/4   TR  4   CH  1   NT  D''        41/240   von=84   voff=84
BA   41   CR   2+19/40   TR  4   CH  1   NT  E'         27/160   von=97   voff=97
BA   41   CR 2+233/480   TR  4   CH  1   NT  A          17/120   von=90   voff=90
BA   41   CR   2+39/80   TR  4   CH  1   NT  E''        31/160   von=97   voff=97
BA   41   CR     2+1/2   TR  1   CH  1   NT  C--        53/240   von=95   voff=95
BA   41   CR     2+1/2   TR  4   CH  1   NT  C''        79/480   voff=97
BA   41   CR  2+67/120   TR  2   CH  1   NT  F#--       61/480   von=94   voff=94
BA   41   CR 2+113/120   TR  4   CH  1   NT  E'          17/96   voff=97
BA   41   CR   2+19/20   TR  4   CH  1   NT  E''         13/60   von=109   voff=109
BA   41   CR 2+157/160   TR  4   CH  1   NT  A          29/160   von=103   voff=103
BA   41   CR 2+159/160   TR  4   CH  1   NT  C''         17/96   von=109   voff=109
BA   41   CR         3   TR  1   CH  1   NT  D--        43/160   von=97   voff=97
BA   41   CR     3+1/2   TR  1   CH  1   NT  Eb--       41/160   von=78   voff=78
BA   41   CR  3+67/120   TR  2   CH  1   NT  F#--        11/96   von=97   voff=97
BA   41   CR     3+3/4   TR  1   CH  1   NT  E--       119/480   von=101   voff=101
BA   41   CR   3+14/15   TR  4   CH  1   NT  E'         37/240   von=88   voff=88
BA   41   CR 3+451/480   TR  4   CH  1   NT  A          61/480   von=101   voff=101
BA   41   CR 3+457/480   TR  4   CH  1   NT  E''          3/20   voff=101
BA   41   CR 3+457/480   TR  4   CH  1   NT  C''          7/48   voff=101

BA   42   CR    49/240   TR  4   CH  1   NT  A          71/480   von=94   voff=94
BA   42   CR   101/480   TR  4   CH  1   NT  C''        73/480   von=97   voff=97
BA   42   CR    29/120   TR  4   CH  1   NT  E'           3/20   von=95   voff=95
BA   42   CR       1/4   TR  1   CH  1   NT  A--      3+61/480   von=103   voff=103
BA   42   CR   121/480   TR  4   CH  1   NT  E''          5/32   von=94   voff=94
BA   42   CR    67/120   TR  2   CH  1   NT  F#--       29/240   von=109   voff=109
BA   42   CR   169/240   TR  4   CH  1   NT  A          83/480   von=101   voff=101
BA   42   CR   341/480   TR  4   CH  1   NT  C''        33/160   von=105   voff=105
BA   42   CR     57/80   TR  4   CH  1   NT  E'         77/480   von=101   voff=101
BA   42   CR     35/48   TR  4   CH  1   NT  E''        19/120   von=107   voff=107
BA   42   CR  1+83/480   TR  4   CH  1   NT  A'         49/240   von=92   voff=92
BA   42   CR   1+17/96   TR  4   CH  1   NT  A           11/60   voff=92
BA   42   CR    1+3/16   TR  4   CH  1   NT  D'         77/480   von=84   voff=84
BA   42   CR  1+49/240   TR  4   CH  1   NT  D''        77/480   von=97   voff=97
BA   42   CR  1+67/120   TR  2   CH  1   NT  F#--       21/160   voff=109
BA   42   CR     1+2/3   TR  4   CH  1   NT  A           11/24   von=95   voff=95
BA   42   CR 1+161/240   TR  4   CH  1   NT  A'         67/120   von=97   voff=97
BA   42   CR 1+111/160   TR  4   CH  1   NT  E''         17/40   von=101   voff=101
BA   42   CR 1+167/240   TR  4   CH  1   NT  E'         73/160   von=88   voff=88
BA   42   CR     2+1/4   TR  4   CH  1   NT  G''         61/96   von=90   voff=90
BA   42   CR     2+1/4   TR  4   CH  1   NT  G'        311/480   voff=90
BA   42   CR     2+1/4   TR  4   CH  1   NT  A           21/32   von=95   voff=95
BA   42   CR     2+1/4   TR  4   CH  1   NT  C''         51/80   von=97   voff=97
BA   42   CR  2+67/120   TR  2   CH  1   NT  F#--       67/480   von=103   voff=103
BA   42   CR 2+443/480   TR  4   CH  1   NT  A             3/4   von=88   voff=88
BA   42   CR 2+149/160   TR  4   CH  1   NT  E'         53/120   von=90   voff=101
BA   42   CR 2+449/480   TR  4   CH  1   NT  A'         91/160   von=105   voff=105
BA   42   CR 2+451/480   TR  4   CH  1   NT  E''        97/120   von=109   voff=109
BA   42   CR   2+59/60   TR  3   CH  1   ST &B0 &40 &0E
BA   42   CR   2+59/60   TR  5   CH  1   ST &B0 &40 &0E
BA   42   CR 2+239/240   TR  3   CH  1   ST &B0 &40 &1E
BA   42   CR 2+239/240   TR  5   CH  1   ST &B0 &40 &1E
BA   42   CR         3   TR  3   CH  1   NT  G-          23/60   von=97   voff=97
BA   42   CR         3   TR  3   CH  1   NT  C         163/480   voff=97
BA   42   CR         3   TR  3   CH  1   NT  E-          35/96   von=90   voff=90
BA   42   CR         3   TR  3   CH  1   NT  E           35/96   von=101   voff=90
BA   42   CR         3   TR  3   CH  1   NT  G           35/96   von=109   voff=109
BA   42   CR         3   TR  3   CH  1   NT  C'        163/480   voff=97
BA   42   CR         3   TR  3   CH  1   NT  C--           3/8   von=102   voff=102
BA   42   CR         3   TR  3   CH  1   ST &B0 &40 &7F
BA   42   CR         3   TR  5   CH  1   NT  G           35/96   von=97   voff=109
BA   42   CR         3   TR  5   CH  1   NT  C'        163/480   voff=97
BA   42   CR         3   TR  5   CH  1   NT  E           35/96   von=90   voff=90
BA   42   CR         3   TR  5   CH  1   NT  E'        179/480   von=101   voff=101
BA   42   CR         3   TR  5   CH  1   NT  G'          35/96   von=109   voff=109
BA   42   CR         3   TR  5   CH  1   NT  C''         13/32   voff=109
BA   42   CR         3   TR  5   CH  1   NT  C-            3/8   von=102   voff=102
BA   42   CR         3   TR  5   CH  1   ST &B0 &40 &7F
BA   42   CR  3+67/120   TR  2   CH  1   NT  F#--       67/480   von=107   voff=107
BA   42   CR   3+79/80   TR  4   CH  1   NT  E'         17/120   von=103   voff=103
BA   42   CR 3+159/160   TR  4   CH  1   NT  A          61/480   von=107   voff=107

BA   43   CR         0   TR  1   CH  1   NT  A---          3/8   von=105   voff=102
BA   43   CR         0   TR  3   CH  1   NT  E         169/480   von=112   voff=107
BA   43   CR         0   TR  3   CH  1   NT  C-        163/480   von=101   voff=101
BA   43   CR         0   TR  3   CH  1   NT  E-        169/480   von=107   voff=107
BA   43   CR         0   TR  3   CH  1   NT  A-          11/30   von=101   voff=101
BA   43   CR         0   TR  3   CH  1   NT  C          37/120   von=105   voff=105
BA   43   CR         0   TR  3   CH  1   NT  A          29/240   von=103   voff=107
BA   43   CR         0   TR  3   CH  1   NT  A---          3/8   von=102   voff=102
BA   43   CR         0   TR  5   CH  1   NT  E'         31/240   von=112   voff=103
BA   43   CR         0   TR  5   CH  1   NT  C          37/120   von=101   voff=105
BA   43   CR         0   TR  5   CH  1   NT  E         169/480   von=107   voff=107
BA   43   CR         0   TR  5   CH  1   NT  A          29/240   von=101   voff=107
BA   43   CR         0   TR  5   CH  1   NT  C'         37/120   von=105   voff=105
BA   43   CR         0   TR  5   CH  1   NT  A'          35/96   von=103   voff=103
BA   43   CR         0   TR  5   CH  1   NT  A--           3/8   von=102   voff=102
BA   43   CR     1/120   TR  4   CH  1   NT  C''          7/48   von=105   voff=105
BA   43   CR     7/480   TR  4   CH  1   NT  E''        37/240   von=109   voff=109
BA   43   CR       1/8   TR  3   CH  1   ST &B0 &40 &00
BA   43   CR       1/8   TR  5   CH  1   ST &B0 &40 &00
BA   43   CR   107/480   TR  4   CH  1   NT  A          17/120   von=99   voff=103
BA   43   CR      7/30   TR  4   CH  1   NT  C''        73/480   von=88   voff=88
BA   43   CR   113/480   TR  4   CH  1   NT  E'         17/120   von=101   voff=112
BA   43   CR     25/96   TR  4   CH  1   NT  E''          5/32   von=103   voff=103
BA   43   CR    67/120   TR  2   CH  1   NT  F#--          1/8   von=90   voff=90
BA   43   CR   181/240   TR  4   CH  1   NT  E'           3/20   von=99   voff=99
BA   43   CR   121/160   TR  4   CH  1   NT  A            3/20   voff=99
BA   43   CR    91/120   TR  4   CH  1   NT  C''        37/240   von=107   voff=107
BA   43   CR   367/480   TR  4   CH  1   NT  E''        37/240   von=109   voff=109
BA   43   CR         1   TR  1   CH  1   NT  C--         29/60   von=97   voff=97
BA   43   CR  1+39/160   TR  4   CH  1   NT  A          61/480   von=99   voff=99
BA   43   CR  1+61/240   TR  4   CH  1   NT  E'         23/160   von=105   voff=105
